Team,ForAgainst,Date,Venue,Result,GF,GA,Sh_Standard,SoT_percent_Standard,Dist_Standard,G_minus_xG_Expected,Opponent,xGF,xGA,opp_elo_pre,elo_pre,coach,within_season_change
Stuttgart,For,2023-05-27 00:00:00,Home,D,1,1,23,17.4,17.2,-1.5,Hoffenheim,2.5,0.8,1476.433757,1462.688059,Sebastian Hoeneß,FALSE
Stuttgart,For,2023-08-19 00:00:00,Home,W,5,0,21,42.9,16.6,2,Bochum,3,0.8,1478.946009,1463.083486,Sebastian Hoeneß,FALSE
Stuttgart,For,2023-08-25 00:00:00,Away,L,1,5,9,33.3,17.1,-0.1,RB Leipzig,1.1,1.8,1645.996961,1473.539729,Sebastian Hoeneß,FALSE
Hertha BSC,For,2023-02-04 00:00:00,Away,L,0,3,15,13.3,18.2,-0.9,Eintracht Frankfurt,0.9,2.2,1580.391337,1420.270611,Sandro Schwarz,FALSE
Hertha BSC,For,2023-02-12 00:00:00,Home,W,4,1,17,23.5,15.3,1,Monchengladbach,3,0.5,1526.199543,1414.578496,Sandro Schwarz,FALSE
Hertha BSC,For,2023-02-19 00:00:00,Away,L,1,4,16,56.3,20.1,-0.1,Dortmund,1.1,2.5,1666.115094,1427.685055,Sandro Schwarz,FALSE
Hertha BSC,For,2023-02-25 00:00:00,Home,W,2,0,11,27.3,21,1.4,Augsburg,0.6,0.5,1464.107289,1423.640775,Sandro Schwarz,FALSE
Hertha BSC,For,2023-03-05 00:00:00,Away,L,1,4,6,16.7,26.7,-0.1,Bayer Leverkusen,1.1,1.6,1573.145384,1434.800256,Sandro Schwarz,FALSE
Hertha BSC,For,2023-03-11 00:00:00,Home,D,1,1,10,30,19.6,-0.5,Mainz 05,1.5,0.5,1541.12946,1428.584242,Sandro Schwarz,FALSE
Hertha BSC,For,2023-03-18 00:00:00,Away,L,1,3,11,45.5,15.2,0,Hoffenheim,1,2.6,1437.507883,1431.714814,Sandro Schwarz,FALSE
Hertha BSC,For,2023-04-01 00:00:00,Away,D,1,1,10,20,13.8,-0.8,Freiburg,1.8,1.2,1600.669337,1421.881536,Sandro Schwarz,FALSE
Hertha BSC,For,2023-04-08 00:00:00,Home,L,0,1,11,9.1,21.5,-0.5,RB Leipzig,0.5,2,1621.735468,1426.616695,Sandro Schwarz,FALSE
Hertha BSC,For,2023-04-14 00:00:00,Away,L,2,5,11,45.5,18.6,0.4,Schalke 04,1.6,2.2,1382.388638,1421.708308,Sandro Schwarz,FALSE
Hertha BSC,For,2023-04-22 00:00:00,Home,L,2,4,13,30.8,22,0.4,Werder Bremen,1.6,2,1438.066748,1410.581404,Pál Dárdai,TRUE
Hertha BSC,For,2023-04-30 00:00:00,Away,L,0,2,2,50,13.3,-0.1,Bayern Munich,0.1,2.7,1725.750749,1401.37085,Pál Dárdai,FALSE
Hertha BSC,For,2023-05-06 00:00:00,Home,W,2,1,7,42.9,15.3,0.8,Stuttgart,1.2,1.5,1457.793414,1398.693716,Pál Dárdai,FALSE
Hertha BSC,For,2023-05-12 00:00:00,Away,L,2,5,9,33.3,15.4,0.9,Koln,1.1,4.3,1516.501084,1410.378524,Pál Dárdai,FALSE
Hertha BSC,For,2023-05-20 00:00:00,Home,D,1,1,14,21.4,18.4,-0.2,Bochum,1.2,1.1,1467.013271,1403.341402,Pál Dárdai,FALSE
Hertha BSC,For,2023-05-27 00:00:00,Away,W,2,1,8,62.5,14.8,-0.1,Wolfsburg,2.1,3.4,1558.923418,1405.153782,Pál Dárdai,FALSE
Heidenheim,For,2023-08-19 00:00:00,Away,L,0,2,14,7.1,16.3,-1.2,Wolfsburg,1.2,2.2,1544.765573,1500,Frank Schmidt,FALSE
Heidenheim,For,2023-08-26 00:00:00,Home,L,2,3,19,36.8,18.2,-0.4,Hoffenheim,2.4,3,1469.115526,1491.281374,Frank Schmidt,FALSE
Heidenheim,For,2023-09-01 00:00:00,Away,D,2,2,13,38.5,19.6,-0.1,Dortmund,2.1,3.4,1688.661787,1480.644254,Frank Schmidt,FALSE
Heidenheim,For,2023-09-17 00:00:00,Home,W,4,2,17,23.5,18.2,1.8,Werder Bremen,2.2,3,1429.382334,1486.005653,Frank Schmidt,FALSE
Heidenheim,For,2023-09-30 00:00:00,Home,W,1,0,10,40,20.6,0.2,Union Berlin,0.8,2.2,1589.516806,1487.801045,Frank Schmidt,FALSE
Heidenheim,For,2023-10-08 00:00:00,Away,L,0,2,7,28.6,17.9,-1.2,Eintracht Frankfurt,1.2,1.9,1540.119317,1500.64779,Frank Schmidt,FALSE
Heidenheim,For,2023-10-22 00:00:00,Home,L,2,5,15,33.3,14.3,0.5,Augsburg,1.5,2.5,1432.93872,1491.779009,Frank Schmidt,FALSE
Heidenheim,For,2023-10-28 00:00:00,Away,L,1,2,9,44.4,18,0.6,Monchengladbach,0.4,1,1495.508842,1480.101457,Frank Schmidt,FALSE
Heidenheim,For,2023-11-05 00:00:00,Home,W,2,0,19,15.8,19,0.8,Stuttgart,1.2,2.6,1523.468309,1470.544627,Frank Schmidt,FALSE
Heidenheim,For,2023-11-11 00:00:00,Away,L,2,4,8,25,12.3,1.1,Bayern Munich,0.9,2,1757.337868,1482.056219,Frank Schmidt,FALSE
Monchengladbach,For,2023-03-17 00:00:00,Home,D,2,2,21,38.1,18.2,-1.4,Werder Bremen,3.4,1.3,1449.249911,1514.482398,Daniel Farke,FALSE
Monchengladbach,For,2023-04-02 00:00:00,Away,D,0,0,8,25,18.5,-1,Koln,1,1,1490.314046,1512.626611,Daniel Farke,FALSE
Monchengladbach,For,2023-04-09 00:00:00,Home,W,2,0,13,46.2,18.5,0.4,Wolfsburg,1.6,1.5,1559.520076,1511.985285,Daniel Farke,FALSE
Monchengladbach,For,2023-04-15 00:00:00,Away,D,1,1,4,50,15.3,-0.2,Eintracht Frankfurt,1.2,2.2,1548.672389,1523.344973,Daniel Farke,FALSE
Monchengladbach,For,2023-04-23 00:00:00,Home,L,0,1,8,50,18,-0.7,Union Berlin,0.7,1.3,1615.612821,1524.072667,Daniel Farke,FALSE
Monchengladbach,For,2023-04-29 00:00:00,Away,L,1,2,8,37.5,21.1,-0.2,Stuttgart,1.2,2.3,1445.781534,1516.648084,Daniel Farke,FALSE
Monchengladbach,For,2023-05-06 00:00:00,Home,W,2,0,25,36,16.9,0.1,Bochum,1.9,1.1,1465.695956,1504.636204,Daniel Farke,FALSE
Monchengladbach,For,2023-05-13 00:00:00,Away,L,2,5,12,50,21,0,Dortmund,2,4.5,1684.150503,1513.520084,Daniel Farke,FALSE
Monchengladbach,For,2023-05-21 00:00:00,Away,D,2,2,11,54.5,14.3,0.3,Bayer Leverkusen,1.7,1.6,1604.683825,1508.071084,Daniel Farke,FALSE
Monchengladbach,For,2023-05-27 00:00:00,Home,W,2,0,19,36.8,17.3,-1,Augsburg,3,0.5,1449.512395,1510.782298,Daniel Farke,FALSE
Monchengladbach,For,2023-08-19 00:00:00,Away,D,4,4,9,44.4,17,2.3,Augsburg,1.7,2.3,1441.257828,1519.036865,Gerardo Seoane,FALSE
Monchengladbach,For,2023-08-26 00:00:00,Home,L,0,3,12,16.7,19.4,-0.9,Bayer Leverkusen,0.9,2.7,1600.208531,1516.834867,Gerardo Seoane,FALSE
Monchengladbach,For,2023-09-02 00:00:00,Home,L,1,2,7,42.9,24.5,0.7,Bayern Munich,0.3,2.4,1732.734028,1509.189529,Gerardo Seoane,FALSE
Monchengladbach,For,2023-09-17 00:00:00,Away,D,3,3,21,42.9,16,-0.9,Darmstadt 98,3.9,1.2,1478.160165,1504.861717,Gerardo Seoane,FALSE
Monchengladbach,For,2023-09-23 00:00:00,Home,L,0,1,14,7.1,16,-0.8,RB Leipzig,0.8,0.7,1665.007651,1504.094694,Gerardo Seoane,FALSE
Monchengladbach,For,2023-09-30 00:00:00,Away,W,3,1,27,29.6,15.3,0.1,Bochum,2.9,1.7,1471.754846,1498.421132,Gerardo Seoane,FALSE
Monchengladbach,For,2023-10-06 00:00:00,Home,D,2,2,21,42.9,14.6,-0.3,Mainz 05,2.3,0.8,1473.608616,1507.655118,Gerardo Seoane,FALSE
Monchengladbach,For,2023-10-22 00:00:00,Away,L,1,3,5,40,21.4,0.7,Koln,0.3,2.7,1465.860238,1506.678305,Gerardo Seoane,FALSE
Monchengladbach,For,2023-10-28 00:00:00,Home,W,2,1,13,38.5,14,0,Heidenheim,1,0.4,1480.101457,1495.508842,Gerardo Seoane,FALSE
Monchengladbach,For,2023-11-04 00:00:00,Away,D,3,3,9,44.4,24,0.8,Freiburg,2.2,3.3,1576.398583,1505.065673,Gerardo Seoane,FALSE
Darmstadt 98,For,2023-08-20 00:00:00,Away,L,0,1,10,20,19,-0.5,Eintracht Frankfurt,0.5,1.5,1545.260049,1500,Torsten Lieberknecht,FALSE
Darmstadt 98,For,2023-08-26 00:00:00,Home,L,1,4,21,28.6,16,-1.3,Union Berlin,2.3,1.7,1616.800088,1491.29537,Torsten Lieberknecht,FALSE
Darmstadt 98,For,2023-09-02 00:00:00,Away,L,1,5,5,20,17.8,0.6,Bayer Leverkusen,0.4,2.8,1607.85387,1484.758354,Torsten Lieberknecht,FALSE
Darmstadt 98,For,2023-09-17 00:00:00,Home,D,3,3,15,53.3,21.6,1.8,Monchengladbach,1.2,3.9,1504.861717,1478.160165,Torsten Lieberknecht,FALSE
Darmstadt 98,For,2023-09-22 00:00:00,Away,L,1,3,4,0,19.3,-0.2,Stuttgart,0.2,2.3,1492.304602,1478.927188,Torsten Lieberknecht,FALSE
Darmstadt 98,For,2023-10-01 00:00:00,Home,W,4,2,13,30.8,17,1.6,Werder Bremen,2.4,1.5,1433.041654,1469.312031,Torsten Lieberknecht,FALSE
Darmstadt 98,For,2023-10-07 00:00:00,Away,W,2,1,16,25,19.3,0.2,Augsburg,1.8,0.9,1441.895535,1478.271862,Torsten Lieberknecht,FALSE
Darmstadt 98,For,2023-10-21 00:00:00,Home,L,1,3,17,17.6,14.8,-1.4,RB Leipzig,2.4,1.9,1667.174119,1487.228676,Torsten Lieberknecht,FALSE
Darmstadt 98,For,2023-11-03 00:00:00,Home,L,1,2,15,26.7,20.7,0.3,Bochum,0.7,1.2,1461.273735,1478.380996,Torsten Lieberknecht,FALSE
Darmstadt 98,For,2023-11-11 00:00:00,Home,D,0,0,10,30,20.4,-0.5,Mainz 05,0.5,0.7,1486.08415,1467.889007,Torsten Lieberknecht,FALSE
Eintracht Frankfurt,For,2023-03-31 00:00:00,Home,D,1,1,18,27.8,13.9,-2.1,Bochum,3.1,1.1,1472.357529,1559.773011,Oliver Glasner,FALSE
Eintracht Frankfurt,For,2023-04-08 00:00:00,Away,L,1,3,9,22.2,14.3,0.1,Bayer Leverkusen,0.9,2.1,1604.982643,1557.308772,Oliver Glasner,FALSE
Eintracht Frankfurt,For,2023-04-15 00:00:00,Home,D,1,1,16,31.3,16.6,-1.2,Monchengladbach,2.2,1.2,1523.344973,1548.672389,Oliver Glasner,FALSE
Eintracht Frankfurt,For,2023-04-22 00:00:00,Away,L,0,4,9,22.2,15.8,-0.6,Dortmund,0.6,1.1,1676.393146,1547.944696,Oliver Glasner,FALSE
Eintracht Frankfurt,For,2023-04-29 00:00:00,Home,D,1,1,7,14.3,18.6,-0.6,Augsburg,0.6,0.7,1446.511996,1541.482027,Oliver Glasner,FALSE
Eintracht Frankfurt,For,2023-05-06 00:00:00,Away,L,1,3,19,31.6,16.2,-1.2,Hoffenheim,2.2,2.2,1457.355728,1538.814674,Oliver Glasner,FALSE
Eintracht Frankfurt,For,2023-05-13 00:00:00,Home,W,3,0,17,29.4,18.3,0.8,Mainz 05,2.2,1,1538.741289,1526.512133,Oliver Glasner,FALSE
Eintracht Frankfurt,For,2023-05-20 00:00:00,Away,D,2,2,6,33.3,14.5,0.4,Schalke 04,1.6,1,1411.778377,1536.863972,Oliver Glasner,FALSE
Eintracht Frankfurt,For,2023-05-27 00:00:00,Home,W,2,1,15,40,14.5,-0.1,Freiburg,2.1,1.6,1598.379799,1533.411609,Oliver Glasner,FALSE
Eintracht Frankfurt,For,2023-08-20 00:00:00,Home,W,1,0,9,33.3,14,-0.5,Darmstadt 98,1.5,0.5,1500,1545.260049,Dino Toppmöller,FALSE
Eintracht Frankfurt,For,2023-08-27 00:00:00,Away,D,1,1,7,14.3,15.1,-0.1,Mainz 05,1.1,1.2,1513.381273,1553.964679,Dino Toppmöller,FALSE
Eintracht Frankfurt,For,2023-09-03 00:00:00,Home,D,1,1,13,15.4,14.3,-0.1,Koln,1.1,0.9,1501.891805,1552.801879,Dino Toppmöller,FALSE
Eintracht Frankfurt,For,2023-09-24 00:00:00,Home,D,0,0,12,33.3,16.8,-0.6,Freiburg,0.6,0.5,1578.039127,1549.135789,Dino Toppmöller,FALSE
Eintracht Frankfurt,For,2023-09-30 00:00:00,Away,L,0,2,8,50,15.6,-1.3,Wolfsburg,1.3,3.2,1555.300587,1549.965781,Dino Toppmöller,FALSE
Eintracht Frankfurt,For,2023-10-08 00:00:00,Home,W,2,0,12,50,18.7,0.1,Heidenheim,1.9,1.2,1500.64779,1540.119317,Dino Toppmöller,FALSE
Eintracht Frankfurt,For,2023-10-21 00:00:00,Away,W,3,1,15,33.3,10.8,0.6,Hoffenheim,2.4,1.4,1517.584776,1548.988097,Dino Toppmöller,FALSE
Eintracht Frankfurt,For,2023-10-29 00:00:00,Home,D,3,3,11,54.5,14.7,0.8,Dortmund,2.2,2.2,1711.875998,1558.08669,Dino Toppmöller,FALSE
Eintracht Frankfurt,For,2023-11-12 00:00:00,Away,D,2,2,14,21.4,17.3,0,Werder Bremen,2,1.5,1430.280575,1571.744019,Dino Toppmöller,FALSE
Augsburg,For,2023-05-13 00:00:00,Away,L,2,3,15,13.3,13,0.2,Bochum,1.8,1.2,1456.812076,1463.803239,Enrico Maaßen,FALSE
Augsburg,For,2023-05-21 00:00:00,Home,L,0,3,4,25,26.1,-0.2,Dortmund,0.2,3.1,1689.599503,1453.602045,Enrico Maaßen,FALSE
Augsburg,For,2023-05-27 00:00:00,Away,L,0,2,9,22.2,17.9,-0.5,Monchengladbach,0.5,3,1510.782298,1449.512395,Enrico Maaßen,FALSE
Augsburg,For,2023-08-19 00:00:00,Home,D,4,4,19,31.6,19.1,1.7,Monchengladbach,2.3,1.7,1519.036865,1441.257828,Enrico Maaßen,FALSE
Augsburg,For,2023-08-27 00:00:00,Away,L,1,3,10,20,26.4,0.3,Bayern Munich,0.7,2.8,1729.502634,1443.459826,Enrico Maaßen,FALSE
Augsburg,For,2023-09-02 00:00:00,Home,D,2,2,11,36.4,13.6,0.1,Bochum,1.9,1.6,1474.207564,1440.228432,Enrico Maaßen,FALSE
Augsburg,For,2023-09-16 00:00:00,Away,L,0,3,16,31.3,16.5,-1.7,RB Leipzig,1.7,1.1,1660.598283,1441.203324,Enrico Maaßen,FALSE
Augsburg,For,2023-09-23 00:00:00,Home,W,2,1,5,60,20.8,1.2,Mainz 05,0.8,0.6,1491.221326,1436.793956,Enrico Maaßen,FALSE
Augsburg,For,2023-10-01 00:00:00,Away,L,0,2,13,23.1,17.5,-0.8,Freiburg,0.8,1,1577.209136,1448.347811,Enrico Maaßen,FALSE
Augsburg,For,2023-10-07 00:00:00,Home,L,1,2,18,16.7,19.2,0.1,Darmstadt 98,0.9,1.8,1478.271862,1441.895535,Enrico Maaßen,FALSE
Augsburg,For,2023-10-28 00:00:00,Home,W,3,2,8,62.5,11.4,0.6,Wolfsburg,1.4,1.4,1545.943618,1444.616272,Jess Thorup,FALSE
Augsburg,For,2023-11-04 00:00:00,Away,D,1,1,18,11.1,15.4,-1.6,Koln,2.6,2,1472.126956,1457.452741,Jess Thorup,FALSE
Augsburg,For,2023-11-11 00:00:00,Home,D,1,1,11,54.5,11.7,0,Hoffenheim,1,0.8,1512.875673,1457.874848,Jess Thorup,FALSE
Augsburg,For,2023-11-25 00:00:00,Away,D,1,1,10,10,18.6,-0.7,Union Berlin,1.7,2.1,1528.73023,1459.444806,Jess Thorup,FALSE
Augsburg,For,2023-12-03 00:00:00,Home,W,2,1,7,42.9,18.1,0.6,Eintracht Frankfurt,1.4,1,1556.708433,1461.412979,Jess Thorup,FALSE
Augsburg,For,2023-12-09 00:00:00,Away,L,0,2,11,9.1,19.8,-0.7,Werder Bremen,0.7,1.5,1422.97147,1474.08903,Jess Thorup,FALSE
Augsburg,For,2023-12-16 00:00:00,Home,D,1,1,20,15,17,-0.8,Dortmund,1.8,2.6,1678.131252,1462.628273,Jess Thorup,FALSE
Augsburg,For,2023-12-20 00:00:00,Away,L,0,3,6,66.7,16.8,-0.2,Stuttgart,0.2,2.6,1543.670701,1468.141415,Jess Thorup,FALSE
Augsburg,For,2024-01-13 00:00:00,Home,L,0,1,3,0,20.1,-0.4,Bayer Leverkusen,0.4,2,1678.544298,1460.281713,Jess Thorup,FALSE
Augsburg,For,2024-01-21 00:00:00,Away,W,2,1,15,46.7,16.8,0.7,Monchengladbach,1.3,1.7,1512.738045,1455.849899,Jess Thorup,FALSE
Mainz 05,For,2023-05-27 00:00:00,Away,D,2,2,10,40,21.6,0.2,Dortmund,1.8,4,1693.689152,1516.183952,Bo Svensson,FALSE
Mainz 05,For,2023-08-20 00:00:00,Away,L,1,4,8,12.5,18.5,-1.3,Union Berlin,2.3,1.9,1609.290939,1520.890422,Bo Svensson,FALSE
Mainz 05,For,2023-08-27 00:00:00,Home,D,1,1,12,50,15.9,-0.2,Eintracht Frankfurt,1.2,1.1,1553.964679,1513.381273,Bo Svensson,FALSE
Mainz 05,For,2023-09-02 00:00:00,Away,L,0,4,13,23.1,18.4,-0.5,Werder Bremen,0.5,2.7,1416.63663,1514.544073,Bo Svensson,FALSE
Mainz 05,For,2023-09-16 00:00:00,Home,L,1,3,15,20,17.1,0.1,Stuttgart,0.9,1.6,1481.72756,1501.798369,Bo Svensson,FALSE
Mainz 05,For,2023-09-23 00:00:00,Away,L,1,2,12,16.7,18,0.4,Augsburg,0.6,0.8,1436.793956,1491.221326,Bo Svensson,FALSE
Mainz 05,For,2023-09-30 00:00:00,Home,L,0,3,10,30,18.7,-0.5,Bayer Leverkusen,0.5,1.1,1624.430637,1479.667471,Bo Svensson,FALSE
Mainz 05,For,2023-10-06 00:00:00,Away,D,2,2,14,50,20.9,1.2,Monchengladbach,0.8,2.3,1507.655118,1473.608616,Bo Svensson,FALSE
Mainz 05,For,2023-10-21 00:00:00,Home,L,1,3,16,18.8,14.9,-0.1,Bayern Munich,1.1,1.8,1741.354472,1474.585428,Bo Svensson,FALSE
Mainz 05,For,2023-10-27 00:00:00,Away,D,2,2,9,33.3,19.6,0.6,Bochum,0.4,1.4,1460.984331,1471.042046,Bo Svensson,FALSE
Mainz 05,For,2023-11-04 00:00:00,Home,W,2,0,10,30,17.6,1.1,RB Leipzig,0.9,0.5,1677.315898,1470.752643,Jan Siewert,TRUE
Mainz 05,For,2023-11-11 00:00:00,Away,D,0,0,11,9.1,18.5,-0.7,Darmstadt 98,0.7,0.5,1467.889007,1486.08415,Jan Siewert,FALSE
Mainz 05,For,2023-11-26 00:00:00,Away,D,1,1,13,30.8,22.3,-0.8,Hoffenheim,1.8,1.2,1511.305714,1485.56093,Jan Siewert,FALSE
Mainz 05,For,2023-12-03 00:00:00,Home,L,0,1,20,25,13.9,-2.3,Freiburg,2.3,0.9,1564.083705,1486.300571,Jan Siewert,FALSE
Mainz 05,For,2023-12-10 00:00:00,Away,D,0,0,13,38.5,14.6,-1.4,Koln,1.4,0.3,1478.597866,1478.502681,Jan Siewert,FALSE
Mainz 05,For,2023-12-16 00:00:00,Home,L,0,1,19,15.8,15,-1.6,Heidenheim,1.6,0.5,1482.803317,1478.505421,Jan Siewert,FALSE
Mainz 05,For,2023-12-19 00:00:00,Away,D,1,1,11,54.5,20.3,0.1,Dortmund,0.9,1.2,1672.61811,1468.629118,Jan Siewert,FALSE
Mainz 05,For,2024-01-13 00:00:00,Home,D,1,1,11,18.2,18.3,0.6,Wolfsburg,0.4,0.6,1517.304061,1473.907383,Jan Siewert,FALSE
Mainz 05,For,2024-01-26 00:00:00,Away,L,0,1,7,0,17.5,-0.8,Eintracht Frankfurt,0.8,1.3,1570.783142,1475.149985,Jan Siewert,FALSE
Mainz 05,For,2024-02-03 00:00:00,Home,L,0,1,23,21.7,21.9,-0.8,Werder Bremen,0.8,0.6,1474.296343,1467.835057,Jan Siewert,FALSE
Mainz 05,For,2024-02-07 00:00:00,Home,D,1,1,16,37.5,14.6,-0.3,Union Berlin,1.3,1,1530.239898,1458.021006,Jan Siewert,FALSE
Union Berlin,For,2023-09-03 00:00:00,Home,L,0,3,3,33.3,21.7,-0.3,RB Leipzig,0.3,1.2,1651.404371,1623.337104,Urs Fischer,FALSE
Union Berlin,For,2023-09-16 00:00:00,Away,L,1,2,19,31.6,14.8,-0.1,Wolfsburg,1.1,0.4,1549.926941,1614.143192,Urs Fischer,FALSE
Union Berlin,For,2023-09-23 00:00:00,Home,L,0,2,22,22.7,15.2,-1.6,Hoffenheim,1.6,2,1502.40775,1602.315663,Urs Fischer,FALSE
Union Berlin,For,2023-09-30 00:00:00,Away,L,0,1,20,40,16.9,-2.2,Heidenheim,2.2,0.8,1487.801045,1589.516806,Urs Fischer,FALSE
Union Berlin,For,2023-10-07 00:00:00,Away,L,2,4,12,33.3,18.7,0.6,Dortmund,1.4,1.6,1702.203721,1576.670061,Urs Fischer,FALSE
Union Berlin,For,2023-10-21 00:00:00,Home,L,0,3,9,11.1,18.2,-0.6,Stuttgart,0.6,1.4,1522.854812,1570.133778,Urs Fischer,FALSE
Union Berlin,For,2023-10-28 00:00:00,Away,L,0,2,7,28.6,18.4,-0.6,Werder Bremen,0.6,0.8,1413.369784,1558.781318,Urs Fischer,FALSE
Union Berlin,For,2023-11-04 00:00:00,Home,L,0,3,11,27.3,18.5,-0.7,Eintracht Frankfurt,0.7,1.6,1562.245004,1544.824421,Urs Fischer,FALSE
Union Berlin,For,2023-12-09 00:00:00,Home,W,3,1,15,33.3,16.8,0.9,Monchengladbach,2.1,1.1,1522.15587,1526.762057,Nenad Bjelica,TRUE
Union Berlin,For,2023-12-16 00:00:00,Away,L,0,3,9,11.1,13,-0.7,Bochum,0.7,2.8,1474.20272,1536.629488,Nenad Bjelica,FALSE
Union Berlin,For,2023-12-20 00:00:00,Home,W,2,0,11,54.5,13.2,0.5,Koln,1.5,0.8,1471.445554,1524.85179,Nenad Bjelica,FALSE
Union Berlin,For,2024-01-13 00:00:00,Away,D,0,0,9,44.4,18.4,-0.5,Freiburg,0.5,1.8,1574.933704,1533.326629,Nenad Bjelica,FALSE
Union Berlin,For,2024-01-24 00:00:00,Away,L,0,1,4,25,19.3,-0.2,Bayern Munich,0.2,2.1,1743.830177,1534.518485,Nenad Bjelica,FALSE
Union Berlin,For,2024-01-28 00:00:00,Home,W,1,0,21,28.6,14.9,-1.5,Darmstadt 98,2.5,1.1,1444.270143,1529.906373,Nenad Bjelica,FALSE
Union Berlin,For,2024-02-04 00:00:00,Away,L,0,2,10,20,19.3,-0.5,RB Leipzig,0.5,1.1,1635.544232,1537.490295,Nenad Bjelica,FALSE
Union Berlin,For,2024-02-07 00:00:00,Away,D,1,1,16,25,16.7,0,Mainz 05,1,1.3,1458.021006,1530.239898,Nenad Bjelica,FALSE
Union Berlin,For,2024-02-10 00:00:00,Home,W,1,0,8,12.5,15.7,0.5,Wolfsburg,0.5,1.3,1513.464332,1528.1907,Nenad Bjelica,FALSE
Union Berlin,For,2024-02-17 00:00:00,Away,W,1,0,10,30,17,-0.4,Hoffenheim,1.4,1,1491.613368,1537.767094,Nenad Bjelica,FALSE
Union Berlin,For,2024-02-24 00:00:00,Home,D,2,2,12,25,16.7,0.9,Heidenheim,1.1,1.1,1512.953552,1546.446443,Nenad Bjelica,FALSE
Koln,For,2023-10-08 00:00:00,Away,L,0,3,7,42.9,11.3,-1.3,Bayer Leverkusen,1.3,3.2,1630.489492,1471.580807,Steffen Baumgart,FALSE
Koln,For,2023-10-22 00:00:00,Home,W,3,1,21,28.6,19.6,0.3,Monchengladbach,2.7,0.3,1506.678305,1465.860238,Steffen Baumgart,FALSE
Koln,For,2023-10-28 00:00:00,Away,L,0,6,6,16.7,12.4,-0.9,RB Leipzig,0.9,4.2,1672.413153,1477.029701,Steffen Baumgart,FALSE
Koln,For,2023-11-04 00:00:00,Home,D,1,1,26,42.3,17.7,-1,Augsburg,2,2.6,1457.452741,1472.126956,Steffen Baumgart,FALSE
Koln,For,2023-11-11 00:00:00,Away,D,1,1,11,54.5,14.4,0.1,Bochum,0.9,3.7,1471.765724,1471.704849,Steffen Baumgart,FALSE
Koln,For,2023-11-24 00:00:00,Home,L,0,1,6,16.7,21.8,-0.2,Bayern Munich,0.2,3.5,1760.740631,1471.706601,Steffen Baumgart,FALSE
Koln,For,2023-12-01 00:00:00,Away,W,1,0,12,50,19,-0.5,Darmstadt 98,1.5,0.7,1471.171862,1468.521586,Steffen Baumgart,FALSE
Koln,For,2023-12-10 00:00:00,Home,D,0,0,5,60,22.3,-0.3,Mainz 05,0.3,1.4,1478.502681,1478.597866,Steffen Baumgart,FALSE
Koln,For,2023-12-17 00:00:00,Away,L,0,2,7,14.3,18.4,-1.2,Freiburg,1.2,3,1580.45015,1478.595126,Steffen Baumgart,FALSE
Koln,For,2023-12-20 00:00:00,Away,L,0,2,16,43.8,19.4,-0.8,Union Berlin,0.8,1.5,1524.85179,1471.445554,Steffen Baumgart,FALSE
Koln,For,2024-01-13 00:00:00,Home,D,1,1,14,35.7,15.3,0.1,Heidenheim,0.9,0.9,1505.345638,1462.970716,Timo Schultz,TRUE
Koln,For,2024-01-20 00:00:00,Home,L,0,4,19,26.3,17.4,-1.3,Dortmund,1.3,3.4,1671.690195,1464.184352,Timo Schultz,FALSE
Koln,For,2024-01-27 00:00:00,Away,D,1,1,6,33.3,17.4,0.4,Wolfsburg,0.6,1.5,1515.718237,1459.53525,Timo Schultz,FALSE
Koln,For,2024-02-03 00:00:00,Home,W,2,0,15,26.7,17.2,0.7,Eintracht Frankfurt,1.3,0.8,1578.09807,1461.138377,Timo Schultz,FALSE
Koln,For,2024-02-11 00:00:00,Away,D,1,1,6,16.7,24.6,0.9,Hoffenheim,0.1,1.2,1492.123536,1474.383095,Timo Schultz,FALSE
Koln,For,2024-02-16 00:00:00,Home,L,0,1,13,15.4,17,-0.8,Werder Bremen,0.8,1.8,1474.819646,1474.893262,Timo Schultz,FALSE
Koln,For,2024-02-24 00:00:00,Away,D,1,1,12,50,19.3,0.3,Stuttgart,0.7,2.2,1566.425741,1464.891143,Timo Schultz,FALSE
Koln,For,2024-03-03 00:00:00,Home,L,0,2,6,0,11,-1,Bayer Leverkusen,1,1.5,1711.974563,1467.733096,Timo Schultz,FALSE
Koln,For,2024-03-15 00:00:00,Home,L,1,5,10,20,17.4,-0.2,RB Leipzig,1.2,3.3,1647.131007,1464.919754,Timo Schultz,FALSE
Koln,For,2024-03-31 00:00:00,Away,D,1,1,12,16.7,19.4,-0.3,Augsburg,1.3,2.2,1501.316584,1459.730997,Timo Schultz,FALSE
Mainz 05,For,2023-11-26 00:00:00,Away,D,1,1,13,30.8,22.3,-0.8,Hoffenheim,1.8,1.2,1511.305714,1485.56093,Jan Siewert,FALSE
Mainz 05,For,2023-12-03 00:00:00,Home,L,0,1,20,25,13.9,-2.3,Freiburg,2.3,0.9,1564.083705,1486.300571,Jan Siewert,FALSE
Mainz 05,For,2023-12-10 00:00:00,Away,D,0,0,13,38.5,14.6,-1.4,Koln,1.4,0.3,1478.597866,1478.502681,Jan Siewert,FALSE
Mainz 05,For,2023-12-16 00:00:00,Home,L,0,1,19,15.8,15,-1.6,Heidenheim,1.6,0.5,1482.803317,1478.505421,Jan Siewert,FALSE
